date,category,dish_name,quantity_sold,unit_cost,selling_price,total_cost,total_revenue,waste_qty,waste_cost,day_of_week
2024-04-15,Primi,Risotto Funghi,30,4.8,16,144,480,1.8,8.64,Lunedì
2024-04-15,Primi,Penne Arrabbiata,21,2.8,12,58.8,252,0.6,1.68,Lunedì
2024-04-15,Primi,Tagliatelle Bolognese,26,4.2,15,109.2,390,1.4,5.88,Lunedì
2024-04-15,Primi,Gnocchi 4 Formaggi,29,3.9,14,113.1,406,1.2,4.68,Lunedì
2024-04-15,Secondi,Tagliata di Manzo,20,8.5,28,170,560,1.9,16.15,Lunedì
2024-04-15,Secondi,Filetto di Branzino,21,7.2,26,151.2,546,2.8,20.16,Lunedì
2024-04-15,Secondi,Pollo alla Griglia,14,4.8,18,67.2,252,1.1,5.28,Lunedì
2024-04-15,Secondi,Costata di Maiale,16,6.2,22,99.2,352,1.2,7.44,Lunedì
2024-04-15,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.5,2.7,Lunedì
2024-04-15,Contorni,Patate al Forno,10,1.2,5,12,50,0.5,0.6,Lunedì
2024-04-15,Contorni,Verdure Grigliate,9,2.5,7,22.5,63,0.9,2.25,Lunedì
2024-04-15,Dolci,Tiramisù,12,2.8,8,33.6,96,0.5,1.4,Lunedì
2024-04-15,Dolci,Panna Cotta,11,2.2,7,24.2,77,0.4,0.88,Lunedì
2024-04-15,Dolci,Cheesecake,12,3.5,9,42,108,0.6,2.1,Lunedì
2024-04-15,Dolci,Profiterole,13,3.2,8,41.6,104,0.8,2.56,Lunedì
2024-04-16,Antipasti,Bruschetta Pomodoro,10,2.5,8,25,80,0.5,1.25,Martedì
2024-04-16,Antipasti,Carpaccio di Manzo,17,5.2,16,88.4,272,1.1,5.72,Martedì
2024-04-16,Antipasti,Caprese,17,3.8,12,64.6,204,1,3.8,Martedì
2024-04-16,Antipasti,Prosciutto e Melone,17,4.5,14,76.5,238,1.2,5.4,Martedì
2024-04-16,Primi,Spaghetti Carbonara,20,3.2,14,64,280,0.8,2.56,Martedì
2024-04-16,Primi,Risotto Funghi,29,4.8,16,139.2,464,1.9,9.12,Martedì
2024-04-16,Primi,Penne Arrabbiata,23,2.8,12,64.4,276,0.6,1.68,Martedì
2024-04-16,Primi,Tagliatelle Bolognese,21,4.2,15,88.2,315,1.2,5.04,Martedì
2024-04-16,Primi,Gnocchi 4 Formaggi,30,3.9,14,117,420,1.1,4.29,Martedì
2024-04-16,Secondi,Tagliata di Manzo,14,8.5,28,119,392,1.3,11.05,Martedì
2024-04-16,Secondi,Filetto di Branzino,14,7.2,26,100.8,364,1.7,12.24,Martedì
2024-04-16,Secondi,Pollo alla Griglia,15,4.8,18,72,270,1.4,6.72,Martedì
2024-04-16,Secondi,Costata di Maiale,18,6.2,22,111.6,396,1.8,11.16,Martedì
2024-04-16,Contorni,Insalata Mista,10,1.8,6,18,60,1,1.8,Martedì
2024-04-16,Contorni,Patate al Forno,8,1.2,5,9.6,40,0.5,0.6,Martedì
2024-04-16,Contorni,Verdure Grigliate,11,2.5,7,27.5,77,1.2,3,Martedì
2024-04-16,Dolci,Tiramisù,12,2.8,8,33.6,96,0.4,1.12,Martedì
2024-04-16,Dolci,Panna Cotta,11,2.2,7,24.2,77,0.4,0.88,Martedì
2024-04-16,Dolci,Cheesecake,9,3.5,9,31.5,81,0.6,2.1,Martedì
2024-04-16,Dolci,Profiterole,12,3.2,8,38.4,96,0.8,2.56,Martedì
2024-04-17,Antipasti,Bruschetta Pomodoro,11,2.5,8,27.5,88,0.5,1.25,Mercoledì
2024-04-17,Antipasti,Carpaccio di Manzo,18,5.2,16,93.6,288,1.5,7.8,Mercoledì
2024-04-17,Antipasti,Caprese,18,3.8,12,68.4,216,1.2,4.56,Mercoledì
2024-04-17,Antipasti,Prosciutto e Melone,18,4.5,14,81,252,1.4,6.3,Mercoledì
2024-04-17,Primi,Spaghetti Carbonara,28,3.2,14,89.6,392,0.9,2.88,Mercoledì
2024-04-17,Primi,Risotto Funghi,25,4.8,16,120,400,1.6,7.68,Mercoledì
2024-04-17,Primi,Penne Arrabbiata,17,2.8,12,47.6,204,0.5,1.4,Mercoledì
2024-04-17,Primi,Tagliatelle Bolognese,22,4.2,15,92.4,330,1,4.2,Mercoledì
2024-04-17,Primi,Gnocchi 4 Formaggi,23,3.9,14,89.7,322,1,3.9,Mercoledì
2024-04-17,Secondi,Tagliata di Manzo,19,8.5,28,161.5,532,1.7,14.45,Mercoledì
2024-04-17,Secondi,Filetto di Branzino,23,7.2,26,165.6,598,2.8,20.16,Mercoledì
2024-04-17,Secondi,Pollo alla Griglia,20,4.8,18,96,360,1.6,7.68,Mercoledì
2024-04-17,Secondi,Costata di Maiale,19,6.2,22,117.8,418,1.5,9.3,Mercoledì
2024-04-17,Contorni,Insalata Mista,8,1.8,6,14.4,48,1,1.8,Mercoledì
2024-04-17,Contorni,Patate al Forno,10,1.2,5,12,50,0.6,0.72,Mercoledì
2024-04-17,Contorni,Verdure Grigliate,9,2.5,7,22.5,63,0.7,1.75,Mercoledì
2024-04-17,Dolci,Tiramisù,15,2.8,8,42,120,0.6,1.68,Mercoledì
2024-04-17,Dolci,Panna Cotta,10,2.2,7,22,70,0.4,0.88,Mercoledì
2024-04-17,Dolci,Cheesecake,15,3.5,9,52.5,135,0.9,3.15,Mercoledì
2024-04-17,Dolci,Profiterole,9,3.2,8,28.8,72,0.6,1.92,Mercoledì
2024-04-18,Antipasti,Bruschetta Pomodoro,14,2.5,8,35,112,0.8,2,Giovedì
2024-04-18,Antipasti,Carpaccio di Manzo,16,5.2,16,83.2,256,1.1,5.72,Giovedì
2024-04-18,Antipasti,Caprese,13,3.8,12,49.4,156,0.7,2.66,Giovedì
2024-04-18,Antipasti,Prosciutto e Melone,12,4.5,14,54,168,0.6,2.7,Giovedì
2024-04-18,Primi,Spaghetti Carbonara,23,3.2,14,73.6,322,0.8,2.56,Giovedì
2024-04-18,Primi,Risotto Funghi,23,4.8,16,110.4,368,1.1,5.28,Giovedì
2024-04-18,Primi,Penne Arrabbiata,25,2.8,12,70,300,0.6,1.68,Giovedì
2024-04-18,Primi,Tagliatelle Bolognese,30,4.2,15,126,450,1.3,5.46,Giovedì
2024-04-18,Primi,Gnocchi 4 Formaggi,18,3.9,14,70.2,252,0.6,2.34,Giovedì
2024-04-18,Secondi,Tagliata di Manzo,20,8.5,28,170,560,1.6,13.6,Giovedì
2024-04-18,Secondi,Filetto di Branzino,24,7.2,26,172.8,624,2.8,20.16,Giovedì
2024-04-18,Secondi,Pollo alla Griglia,24,4.8,18,115.2,432,1.8,8.64,Giovedì
2024-04-18,Secondi,Costata di Maiale,16,6.2,22,99.2,352,1.5,9.3,Giovedì
2024-04-18,Contorni,Insalata Mista,7,1.8,6,12.6,42,0.9,1.62,Giovedì
2024-04-18,Contorni,Patate al Forno,7,1.2,5,8.4,35,0.3,0.36,Giovedì
2024-04-18,Contorni,Verdure Grigliate,9,2.5,7,22.5,63,0.7,1.75,Giovedì
2024-04-18,Dolci,Tiramisù,12,2.8,8,33.6,96,0.5,1.4,Giovedì
2024-04-18,Dolci,Panna Cotta,11,2.2,7,24.2,77,0.5,1.1,Giovedì
2024-04-18,Dolci,Cheesecake,13,3.5,9,45.5,117,0.9,3.15,Giovedì
2024-04-18,Dolci,Profiterole,10,3.2,8,32,80,0.8,2.56,Giovedì
2024-04-19,Antipasti,Bruschetta Pomodoro,19,2.5,8,47.5,152,1.1,2.75,Venerdì
2024-04-19,Antipasti,Carpaccio di Manzo,12,5.2,16,62.4,192,0.8,4.16,Venerdì
2024-04-19,Antipasti,Caprese,17,3.8,12,64.6,204,0.9,3.42,Venerdì
2024-04-19,Antipasti,Prosciutto e Melone,18,4.5,14,81,252,1.1,4.95,Venerdì
2024-04-19,Primi,Spaghetti Carbonara,25,3.2,14,80,350,1.1,3.52,Venerdì
2024-04-19,Primi,Risotto Funghi,24,4.8,16,115.2,384,1.2,5.76,Venerdì
2024-04-19,Primi,Penne Arrabbiata,29,2.8,12,81.2,348,0.8,2.24,Venerdì
2024-04-19,Primi,Tagliatelle Bolognese,26,4.2,15,109.2,390,1.4,5.88,Venerdì
2024-04-19,Primi,Gnocchi 4 Formaggi,20,3.9,14,78,280,0.9,3.51,Venerdì
2024-04-19,Secondi,Tagliata di Manzo,21,8.5,28,178.5,588,2,17,Venerdì
2024-04-19,Secondi,Filetto di Branzino,20,7.2,26,144,520,2.8,20.16,Venerdì
2024-04-19,Secondi,Pollo alla Griglia,25,4.8,18,120,450,1.9,9.12,Venerdì
2024-04-19,Secondi,Costata di Maiale,24,6.2,22,148.8,528,1.8,11.16,Venerdì
2024-04-19,Contorni,Insalata Mista,8,1.8,6,14.4,48,1,1.8,Venerdì
2024-04-19,Contorni,Patate al Forno,7,1.2,5,8.4,35,0.4,0.48,Venerdì
2024-04-19,Contorni,Verdure Grigliate,7,2.5,7,17.5,49,0.8,2,Venerdì
2024-04-19,Dolci,Tiramisù,8,2.8,8,22.4,64,0.3,0.84,Venerdì
2024-04-19,Dolci,Panna Cotta,10,2.2,7,22,70,0.5,1.1,Venerdì
2024-04-19,Dolci,Cheesecake,9,3.5,9,31.5,81,0.5,1.75,Venerdì
2024-04-19,Dolci,Profiterole,14,3.2,8,44.8,112,1,3.2,Venerdì
2024-04-20,Antipasti,Bruschetta Pomodoro,21,2.5,8,52.5,168,1.2,3,Sabato
2024-04-20,Antipasti,Carpaccio di Manzo,24,5.2,16,124.8,384,2.1,10.92,Sabato
2024-04-20,Antipasti,Caprese,26,3.8,12,98.8,312,1.8,6.84,Sabato
2024-04-20,Antipasti,Prosciutto e Melone,19,4.5,14,85.5,266,1.2,5.4,Sabato
2024-04-20,Primi,Spaghetti Carbonara,40,3.2,14,128,560,1.9,6.08,Sabato
2024-04-20,Primi,Risotto Funghi,32,4.8,16,153.6,512,2,9.6,Sabato
2024-04-20,Primi,Penne Arrabbiata,35,2.8,12,98,420,0.9,2.52,Sabato
2024-04-20,Primi,Tagliatelle Bolognese,41,4.2,15,172.2,615,1.7,7.14,Sabato
2024-04-20,Primi,Gnocchi 4 Formaggi,40,3.9,14,156,560,1.5,5.85,Sabato
2024-04-20,Secondi,Tagliata di Manzo,29,8.5,28,246.5,812,3.2,27.2,Sabato
2024-04-20,Secondi,Filetto di Branzino,21,7.2,26,151.2,546,2.6,18.72,Sabato
2024-04-20,Secondi,Pollo alla Griglia,21,4.8,18,100.8,378,1.5,7.2,Sabato
2024-04-20,Secondi,Costata di Maiale,19,6.2,22,117.8,418,1.5,9.3,Sabato
2024-04-20,Contorni,Insalata Mista,15,1.8,6,27,90,2,3.6,Sabato
2024-04-20,Contorni,Patate al Forno,16,1.2,5,19.2,80,0.8,0.96,Sabato
2024-04-20,Contorni,Verdure Grigliate,13,2.5,7,32.5,91,1.4,3.5,Sabato
2024-04-20,Dolci,Tiramisù,20,2.8,8,56,160,0.6,1.68,Sabato
2024-04-20,Dolci,Panna Cotta,17,2.2,7,37.4,119,0.8,1.76,Sabato
2024-04-20,Dolci,Cheesecake,21,3.5,9,73.5,189,1.3,4.55,Sabato
2024-04-20,Dolci,Profiterole,14,3.2,8,44.8,112,0.9,2.88,Sabato
2024-04-21,Antipasti,Bruschetta Pomodoro,17,2.5,8,42.5,136,0.9,2.25,Domenica
2024-04-21,Antipasti,Carpaccio di Manzo,21,5.2,16,109.2,336,1.5,7.8,Domenica
2024-04-21,Antipasti,Caprese,25,3.8,12,95,300,1.6,6.08,Domenica
2024-04-21,Antipasti,Prosciutto e Melone,15,4.5,14,67.5,210,0.8,3.6,Domenica
2024-04-21,Primi,Spaghetti Carbonara,42,3.2,14,134.4,588,1.8,5.76,Domenica
2024-04-21,Primi,Risotto Funghi,43,4.8,16,206.4,688,2.7,12.96,Domenica
2024-04-21,Primi,Penne Arrabbiata,35,2.8,12,98,420,1.1,3.08,Domenica
2024-04-21,Primi,Tagliatelle Bolognese,39,4.2,15,163.8,585,1.8,7.56,Domenica
2024-04-21,Primi,Gnocchi 4 Formaggi,25,3.9,14,97.5,350,1,3.9,Domenica
2024-04-21,Secondi,Tagliata di Manzo,27,8.5,28,229.5,756,2.4,20.4,Domenica
2024-04-21,Secondi,Filetto di Branzino,32,7.2,26,230.4,832,3.2,23.04,Domenica
2024-04-21,Secondi,Pollo alla Griglia,29,4.8,18,139.2,522,2.7,12.96,Domenica
2024-04-21,Secondi,Costata di Maiale,24,6.2,22,148.8,528,2.4,14.88,Domenica
2024-04-21,Contorni,Insalata Mista,17,1.8,6,30.6,102,1.8,3.24,Domenica
2024-04-21,Contorni,Patate al Forno,14,1.2,5,16.8,70,0.7,0.84,Domenica
2024-04-21,Contorni,Verdure Grigliate,11,2.5,7,27.5,77,0.9,2.25,Domenica
2024-04-21,Dolci,Tiramisù,16,2.8,8,44.8,128,0.5,1.4,Domenica
2024-04-21,Dolci,Panna Cotta,17,2.2,7,37.4,119,0.7,1.54,Domenica
2024-04-21,Dolci,Cheesecake,16,3.5,9,56,144,0.8,2.8,Domenica
2024-04-21,Dolci,Profiterole,16,3.2,8,51.2,128,0.9,2.88,Domenica
2024-04-22,Antipasti,Bruschetta Pomodoro,17,2.5,8,42.5,136,0.8,2,Lunedì
2024-04-22,Antipasti,Carpaccio di Manzo,18,5.2,16,93.6,288,1.5,7.8,Lunedì
2024-04-22,Antipasti,Caprese,12,3.8,12,45.6,144,0.7,2.66,Lunedì
2024-04-22,Antipasti,Prosciutto e Melone,17,4.5,14,76.5,238,1.3,5.85,Lunedì
2024-04-22,Primi,Spaghetti Carbonara,25,3.2,14,80,350,0.9,2.88,Lunedì
2024-04-22,Primi,Risotto Funghi,26,4.8,16,124.8,416,1.6,7.68,Lunedì
2024-04-22,Primi,Penne Arrabbiata,23,2.8,12,64.4,276,0.5,1.4,Lunedì
2024-04-22,Primi,Tagliatelle Bolognese,22,4.2,15,92.4,330,1,4.2,Lunedì
2024-04-22,Primi,Gnocchi 4 Formaggi,27,3.9,14,105.3,378,1,3.9,Lunedì
2024-04-22,Secondi,Tagliata di Manzo,21,8.5,28,178.5,588,1.7,14.45,Lunedì
2024-04-22,Secondi,Filetto di Branzino,25,7.2,26,180,650,3.1,22.32,Lunedì
2024-04-22,Secondi,Pollo alla Griglia,24,4.8,18,115.2,432,2,9.6,Lunedì
2024-04-22,Secondi,Costata di Maiale,20,6.2,22,124,440,1.4,8.68,Lunedì
2024-04-22,Contorni,Insalata Mista,11,1.8,6,19.8,66,1,1.8,Lunedì
2024-04-22,Contorni,Patate al Forno,11,1.2,5,13.2,55,0.6,0.72,Lunedì
2024-04-22,Contorni,Verdure Grigliate,8,2.5,7,20,56,0.7,1.75,Lunedì
2024-04-22,Dolci,Tiramisù,8,2.8,8,22.4,64,0.3,0.84,Lunedì
2024-04-22,Dolci,Panna Cotta,8,2.2,7,17.6,56,0.4,0.88,Lunedì
2024-04-22,Dolci,Cheesecake,11,3.5,9,38.5,99,0.6,2.1,Lunedì
2024-04-22,Dolci,Profiterole,15,3.2,8,48,120,0.9,2.88,Lunedì
2024-04-23,Antipasti,Bruschetta Pomodoro,10,2.5,8,25,80,0.5,1.25,Martedì
2024-04-23,Antipasti,Carpaccio di Manzo,12,5.2,16,62.4,192,0.7,3.64,Martedì
2024-04-23,Antipasti,Caprese,14,3.8,12,53.2,168,0.7,2.66,Martedì
2024-04-23,Antipasti,Prosciutto e Melone,12,4.5,14,54,168,0.7,3.15,Martedì
2024-04-23,Primi,Spaghetti Carbonara,31,3.2,14,99.2,434,1.1,3.52,Martedì
2024-04-23,Primi,Risotto Funghi,25,4.8,16,120,400,1.2,5.76,Martedì
2024-04-23,Primi,Penne Arrabbiata,18,2.8,12,50.4,216,0.5,1.4,Martedì
2024-04-23,Primi,Tagliatelle Bolognese,28,4.2,15,117.6,420,1.6,6.72,Martedì
2024-04-23,Primi,Gnocchi 4 Formaggi,20,3.9,14,78,280,0.8,3.12,Martedì
2024-04-23,Secondi,Tagliata di Manzo,17,8.5,28,144.5,476,1.7,14.45,Martedì
2024-04-23,Secondi,Filetto di Branzino,19,7.2,26,136.8,494,2,14.4,Martedì
2024-04-23,Secondi,Pollo alla Griglia,23,4.8,18,110.4,414,1.8,8.64,Martedì
2024-04-23,Secondi,Costata di Maiale,20,6.2,22,124,440,1.7,10.54,Martedì
2024-04-23,Contorni,Insalata Mista,9,1.8,6,16.2,54,1.1,1.98,Martedì
2024-04-23,Contorni,Patate al Forno,7,1.2,5,8.4,35,0.3,0.36,Martedì
2024-04-23,Contorni,Verdure Grigliate,12,2.5,7,30,84,0.9,2.25,Martedì
2024-04-23,Dolci,Tiramisù,15,2.8,8,42,120,0.6,1.68,Martedì
2024-04-23,Dolci,Panna Cotta,8,2.2,7,17.6,56,0.4,0.88,Martedì
2024-04-23,Dolci,Cheesecake,11,3.5,9,38.5,99,0.7,2.45,Martedì
2024-04-23,Dolci,Profiterole,11,3.2,8,35.2,88,0.7,2.24,Martedì
2024-04-24,Antipasti,Bruschetta Pomodoro,11,2.5,8,27.5,88,0.4,1,Mercoledì
2024-04-24,Antipasti,Carpaccio di Manzo,11,5.2,16,57.2,176,0.7,3.64,Mercoledì
2024-04-24,Antipasti,Caprese,10,3.8,12,38,120,0.5,1.9,Mercoledì
2024-04-24,Antipasti,Prosciutto e Melone,15,4.5,14,67.5,210,0.9,4.05,Mercoledì
2024-04-24,Primi,Spaghetti Carbonara,30,3.2,14,96,420,1.1,3.52,Mercoledì
2024-04-24,Primi,Risotto Funghi,24,4.8,16,115.2,384,1.6,7.68,Mercoledì
2024-04-24,Primi,Penne Arrabbiata,25,2.8,12,70,300,0.6,1.68,Mercoledì
2024-04-24,Primi,Tagliatelle Bolognese,31,4.2,15,130.2,465,1.8,7.56,Mercoledì
2024-04-24,Primi,Gnocchi 4 Formaggi,23,3.9,14,89.7,322,0.9,3.51,Mercoledì
2024-04-24,Secondi,Tagliata di Manzo,18,8.5,28,153,504,1.5,12.75,Mercoledì
2024-04-24,Secondi,Filetto di Branzino,14,7.2,26,100.8,364,1.8,12.96,Mercoledì
2024-04-24,Secondi,Pollo alla Griglia,24,4.8,18,115.2,432,2.2,10.56,Mercoledì
2024-04-24,Secondi,Costata di Maiale,17,6.2,22,105.4,374,1.4,8.68,Mercoledì
2024-04-24,Contorni,Insalata Mista,10,1.8,6,18,60,1.3,2.34,Mercoledì
2024-04-24,Contorni,Patate al Forno,10,1.2,5,12,50,0.5,0.6,Mercoledì
2024-04-24,Contorni,Verdure Grigliate,9,2.5,7,22.5,63,0.8,2,Mercoledì
2024-04-24,Dolci,Tiramisù,14,2.8,8,39.2,112,0.5,1.4,Mercoledì
2024-04-24,Dolci,Panna Cotta,12,2.2,7,26.4,84,0.6,1.32,Mercoledì
2024-04-24,Dolci,Cheesecake,13,3.5,9,45.5,117,0.8,2.8,Mercoledì
2024-04-24,Dolci,Profiterole,13,3.2,8,41.6,104,0.7,2.24,Mercoledì
2024-04-25,Antipasti,Bruschetta Pomodoro,16,2.5,8,40,128,0.8,2,Giovedì
2024-04-25,Antipasti,Carpaccio di Manzo,11,5.2,16,57.2,176,0.7,3.64,Giovedì
2024-04-25,Antipasti,Caprese,10,3.8,12,38,120,0.7,2.66,Giovedì
2024-04-25,Antipasti,Prosciutto e Melone,16,4.5,14,72,224,0.9,4.05,Giovedì
2024-04-25,Primi,Spaghetti Carbonara,27,3.2,14,86.4,378,0.8,2.56,Giovedì
2024-04-25,Primi,Risotto Funghi,20,4.8,16,96,320,1,4.8,Giovedì
2024-04-25,Primi,Penne Arrabbiata,22,2.8,12,61.6,264,0.6,1.68,Giovedì
2024-04-25,Primi,Tagliatelle Bolognese,17,4.2,15,71.4,255,0.7,2.94,Giovedì
2024-04-25,Primi,Gnocchi 4 Formaggi,28,3.9,14,109.2,392,1.1,4.29,Giovedì
2024-04-25,Secondi,Tagliata di Manzo,25,8.5,28,212.5,700,2.6,22.1,Giovedì
2024-04-25,Secondi,Filetto di Branzino,16,7.2,26,115.2,416,1.7,12.24,Giovedì
2024-04-25,Secondi,Pollo alla Griglia,20,4.8,18,96,360,1.6,7.68,Giovedì
2024-04-25,Secondi,Costata di Maiale,18,6.2,22,111.6,396,1.8,11.16,Giovedì
2024-04-25,Contorni,Insalata Mista,8,1.8,6,14.4,48,0.9,1.62,Giovedì
2024-04-25,Contorni,Patate al Forno,10,1.2,5,12,50,0.4,0.48,Giovedì
2024-04-25,Contorni,Verdure Grigliate,10,2.5,7,25,70,0.8,2,Giovedì
2024-04-25,Dolci,Tiramisù,8,2.8,8,22.4,64,0.3,0.84,Giovedì
2024-04-25,Dolci,Panna Cotta,12,2.2,7,26.4,84,0.5,1.1,Giovedì
2024-04-25,Dolci,Cheesecake,9,3.5,9,31.5,81,0.5,1.75,Giovedì
2024-04-25,Dolci,Profiterole,9,3.2,8,28.8,72,0.7,2.24,Giovedì
2024-04-26,Antipasti,Bruschetta Pomodoro,16,2.5,8,40,128,0.7,1.75,Venerdì
2024-04-26,Antipasti,Carpaccio di Manzo,10,5.2,16,52,160,0.7,3.64,Venerdì
2024-04-26,Antipasti,Caprese,17,3.8,12,64.6,204,0.9,3.42,Venerdì
2024-04-26,Antipasti,Prosciutto e Melone,13,4.5,14,58.5,182,0.8,3.6,Venerdì
2024-04-26,Primi,Spaghetti Carbonara,20,3.2,14,64,280,0.9,2.88,Venerdì
2024-04-26,Primi,Risotto Funghi,30,4.8,16,144,480,2,9.6,Venerdì
2024-04-26,Primi,Penne Arrabbiata,25,2.8,12,70,300,0.7,1.96,Venerdì
2024-04-26,Primi,Tagliatelle Bolognese,19,4.2,15,79.8,285,0.9,3.78,Venerdì
2024-04-26,Primi,Gnocchi 4 Formaggi,28,3.9,14,109.2,392,1.1,4.29,Venerdì
2024-04-26,Secondi,Tagliata di Manzo,21,8.5,28,178.5,588,1.8,15.3,Venerdì
2024-04-26,Secondi,Filetto di Branzino,19,7.2,26,136.8,494,2.1,15.12,Venerdì
2024-04-26,Secondi,Pollo alla Griglia,18,4.8,18,86.4,324,1.6,7.68,Venerdì
2024-04-26,Secondi,Costata di Maiale,22,6.2,22,136.4,484,1.6,9.92,Venerdì
2024-04-26,Contorni,Insalata Mista,7,1.8,6,12.6,42,0.8,1.44,Venerdì
2024-04-26,Contorni,Patate al Forno,7,1.2,5,8.4,35,0.4,0.48,Venerdì
2024-04-26,Contorni,Verdure Grigliate,9,2.5,7,22.5,63,0.9,2.25,Venerdì
2024-04-26,Dolci,Tiramisù,8,2.8,8,22.4,64,0.3,0.84,Venerdì
2024-04-26,Dolci,Panna Cotta,13,2.2,7,28.6,91,0.7,1.54,Venerdì
2024-04-26,Dolci,Cheesecake,9,3.5,9,31.5,81,0.6,2.1,Venerdì
2024-04-26,Dolci,Profiterole,9,3.2,8,28.8,72,0.6,1.92,Venerdì
2024-04-27,Antipasti,Bruschetta Pomodoro,21,2.5,8,52.5,168,0.8,2,Sabato
2024-04-27,Antipasti,Carpaccio di Manzo,18,5.2,16,93.6,288,1.1,5.72,Sabato
2024-04-27,Antipasti,Caprese,23,3.8,12,87.4,276,1.4,5.32,Sabato
2024-04-27,Antipasti,Prosciutto e Melone,14,4.5,14,63,196,1,4.5,Sabato
2024-04-27,Primi,Spaghetti Carbonara,45,3.2,14,144,630,1.6,5.12,Sabato
2024-04-27,Primi,Risotto Funghi,45,4.8,16,216,720,2.1,10.08,Sabato
2024-04-27,Primi,Penne Arrabbiata,34,2.8,12,95.2,408,0.9,2.52,Sabato
2024-04-27,Primi,Tagliatelle Bolognese,36,4.2,15,151.2,540,2,8.4,Sabato
2024-04-27,Primi,Gnocchi 4 Formaggi,29,3.9,14,113.1,406,0.9,3.51,Sabato
2024-04-27,Secondi,Tagliata di Manzo,20,8.5,28,170,560,1.7,14.45,Sabato
2024-04-27,Secondi,Filetto di Branzino,28,7.2,26,201.6,728,3.2,23.04,Sabato
2024-04-27,Secondi,Pollo alla Griglia,21,4.8,18,100.8,378,1.5,7.2,Sabato
2024-04-27,Secondi,Costata di Maiale,22,6.2,22,136.4,484,2.1,13.02,Sabato
2024-04-27,Contorni,Insalata Mista,11,1.8,6,19.8,66,1.1,1.98,Sabato
2024-04-27,Contorni,Patate al Forno,16,1.2,5,19.2,80,0.7,0.84,Sabato
2024-04-27,Contorni,Verdure Grigliate,17,2.5,7,42.5,119,1.9,4.75,Sabato
2024-04-27,Dolci,Tiramisù,18,2.8,8,50.4,144,0.7,1.96,Sabato
2024-04-27,Dolci,Panna Cotta,17,2.2,7,37.4,119,0.8,1.76,Sabato
2024-04-27,Dolci,Cheesecake,20,3.5,9,70,180,1.1,3.85,Sabato
2024-04-27,Dolci,Profiterole,13,3.2,8,41.6,104,0.8,2.56,Sabato
2024-04-28,Antipasti,Bruschetta Pomodoro,18,2.5,8,45,144,1,2.5,Domenica
2024-04-28,Antipasti,Carpaccio di Manzo,20,5.2,16,104,320,1.5,7.8,Domenica
2024-04-28,Antipasti,Caprese,17,3.8,12,64.6,204,1.2,4.56,Domenica
2024-04-28,Antipasti,Prosciutto e Melone,23,4.5,14,103.5,322,1.8,8.1,Domenica
2024-04-28,Primi,Spaghetti Carbonara,38,3.2,14,121.6,532,1.4,4.48,Domenica
2024-04-28,Primi,Risotto Funghi,30,4.8,16,144,480,2,9.6,Domenica
2024-04-28,Primi,Penne Arrabbiata,26,2.8,12,72.8,312,0.8,2.24,Domenica
2024-04-28,Primi,Tagliatelle Bolognese,33,4.2,15,138.6,495,1.4,5.88,Domenica
2024-04-28,Primi,Gnocchi 4 Formaggi,36,3.9,14,140.4,504,1.2,4.68,Domenica
2024-04-28,Secondi,Tagliata di Manzo,32,8.5,28,272,896,3.3,28.05,Domenica
2024-04-28,Secondi,Filetto di Branzino,32,7.2,26,230.4,832,3.3,23.76,Domenica
2024-04-28,Secondi,Pollo alla Griglia,32,4.8,18,153.6,576,2.1,10.08,Domenica
2024-04-28,Secondi,Costata di Maiale,31,6.2,22,192.2,682,3.1,19.22,Domenica
2024-04-28,Contorni,Insalata Mista,16,1.8,6,28.8,96,1.5,2.7,Domenica
2024-04-28,Contorni,Patate al Forno,16,1.2,5,19.2,80,0.8,0.96,Domenica
2024-04-28,Contorni,Verdure Grigliate,12,2.5,7,30,84,1.2,3,Domenica
2024-04-28,Dolci,Tiramisù,20,2.8,8,56,160,0.8,2.24,Domenica
2024-04-28,Dolci,Panna Cotta,21,2.2,7,46.2,147,1,2.2,Domenica
2024-04-28,Dolci,Cheesecake,13,3.5,9,45.5,117,0.8,2.8,Domenica
2024-04-28,Dolci,Profiterole,21,3.2,8,67.2,168,1.6,5.12,Domenica
2024-04-29,Antipasti,Bruschetta Pomodoro,16,2.5,8,40,128,0.6,1.5,Lunedì
2024-04-29,Antipasti,Carpaccio di Manzo,13,5.2,16,67.6,208,0.9,4.68,Lunedì
2024-04-29,Antipasti,Caprese,19,3.8,12,72.2,228,1.2,4.56,Lunedì
2024-04-29,Antipasti,Prosciutto e Melone,19,4.5,14,85.5,266,1.5,6.75,Lunedì
2024-04-29,Primi,Spaghetti Carbonara,29,3.2,14,92.8,406,1.1,3.52,Lunedì
2024-04-29,Primi,Risotto Funghi,21,4.8,16,100.8,336,1,4.8,Lunedì
2024-04-29,Primi,Penne Arrabbiata,22,2.8,12,61.6,264,0.6,1.68,Lunedì
2024-04-29,Primi,Tagliatelle Bolognese,19,4.2,15,79.8,285,1.1,4.62,Lunedì
2024-04-29,Primi,Gnocchi 4 Formaggi,22,3.9,14,85.8,308,0.8,3.12,Lunedì
2024-04-29,Secondi,Tagliata di Manzo,14,8.5,28,119,392,1.2,10.2,Lunedì
2024-04-29,Secondi,Filetto di Branzino,23,7.2,26,165.6,598,3.2,23.04,Lunedì
